B1NN=Cc2ccccc21 aaa
S=c1[nH]cnc2nccc12 feH
S=c1[nH]cnc2ncnc12 feI
S=c1[nH]cno1 feJ
S=c1[nH]n2cnnc2s1 feK
S=c1[nH]nc2c3c4c(sc3n3c(=S)[nH]nc3n12)CCC4 feL
S=c1[nH]nc2c3c4c(sc3ncn12)CCCC4 feM
S=c1[nH]nc2c3ccnc3ncn12 feN
S=c1[nH]nc2n1C=NC1NC=CC21 feO
S=c1[nH]nc2n1[CH]Cc1ccccc1-2 feP
S=c1[nH]nco1 feQ
S=c1[nH]ncs1 feR
S=c1c2cc3ccc2nc2ccc(cc12)OCCOCCOCCOCCOCCOCCO3 feS
S=c1c2ccccc2[nH]c2ccccc12 feT
S=c1c2ccccc2ccc2nc3ccccc3c12 feU
S=c1c2ccccc2nc2ccccc12 feV
S=c1c2cn[nH]c2nc2sccn12 feW
S=c1cc2c(c[nH]1)CCCC2 feX
S=c1cc2c(cn1)CCc1ccccc1-2 feY
S=c1cc2nc3ccccc3n2c2ccccc12 feZ
S=c1cc2nc3ccccc3n2c2ncccc12 ffa
S=c1cc[nH]c2cc3c(cc12)OCO3 ffb
S=c1cc[nH]cn1 ffc
S=c1ccc2c([nH]1)-c1ccccc1SCC2 ffd
S=c1ccc2c([nH]1)CCC2 ffe
S=c1ccc2c([nH]1)CCCC2 fff
S=c1ccc2c([nH]1)CCCCC2 ffg
S=c1ccc2c(n1)CCC2 ffh
S=c1ccc2c(n1)CCCC2 ffi
S=c1ccc2c(n1)CCCCC2 ffj
S=c1ccc2c(n1)CCCCCC2 ffk
S=c1ccc2ccccc2o1 ffl
S=c1cccc2c(c1)[CH]CCc1ccccc1-2 ffm
S=c1cccc2n1CC1CNCC2C1 ffn
S=c1cccc[nH]1 ffo
S=c1ccccn1 ffp
S=c1cccco1 ffq
S=c1cccn[nH]1 ffr
S=c1cccnn1 ffs
S=c1ccnc2ccccc12 fft
S=c1ccnc[nH]1 ffu
S=c1ccncc1 ffv
S=c1ccncn1 ffw
S=c1ccncs1 ffx
S=c1ccns1 ffy
S=c1ccoc2c1ccc1ccccc12 ffz
S=c1ccoc2ccccc12 ffA
S=c1ccocc1 ffB
S=c1ccs[nH]1 ffC
S=c1ccsn1 ffD
S=c1ccss1 ffE
S=c1cn[nH]c(=S)[nH]1 ffF
S=c1cncnn1 ffG
S=c1cnnc(=S)[nH]1 ffH
S=c1nc(=S)c2ccccc2[nH]1 ffI
S=c1nc(=S)c2ccccc2n1 ffJ
S=c1nc(=S)c2ccccc2o1 ffK
S=c1nc(=S)n2c(nc3ccccc32)s1 ffL
S=c1nc2[nH]c3ccccc3c2n[nH]1 ffM
S=c1nc2c([nH]1)CCC2 ffN
S=c1nc2c(c[nH]1)C1(CCCC1)Cc1ccccc1-2 ffO
S=c1nc2c(c[nH]1)C1c3ccccc3C2c2ccccc21 ffP
S=c1nc2c(ccc3ccccc32)s1 ffQ
S=c1nc2c(s1)[CH]NC=N2 ffR
S=c1nc2c3c(cccc3n1)Nc1ccccc1-2 ffS
S=c1nc2c3cc[nH]c3ncn2[nH]1 ffT
S=c1nc2ccccc2[nH]1 ffU
S=c1nc2ccccc2c[nH]1 ffV
S=c1nc2ccccc2n1 ffW
S=c1nc2ccccc2o1 ffX
S=c1nc2ccccc2s1 ffY
S=c1nc2ccccn2n1 ffZ
S=c1nc2cccnc2n1 fga
S=c1nc2cncnc2n1 fgb
S=c1nc2nc3ccccc3c2n[nH]1 fgc
S=c1nc2ncccn2n1 fgd
S=c1nc2ncn3c4ccccc4nc3c2s1 fge
S=c1nc2ncn3c4cccnc4nc3c2s1 fgf
S=c1nc2ncncc2s1 fgg
S=c1nc[nH]c2nc[nH]c12 fgh
S=c1nc[nH]c2ncnc12 fgi
S=c1nc[nH]n1 fgj
S=c1ncc2c3c(sc2[nH]1)CCCC3 fgk
S=c1ncc2cc3c(nc2[nH]1)CCCC3 fgl
S=c1ncc2cc3ccccc3nc2n1 fgm
S=c1ncc2cc[nH]c2[nH]1 fgn
S=c1ncc2cc[nH]c2n1 fgo
S=c1ncc2ccccc2[nH]1 fgp
S=c1ncc2ccccc2n1 fgq
S=c1ncc2cn[nH]c2[nH]1 fgr
S=c1ncc2cnnc2[nH]1 fgs
S=c1ncc[nH]1 fgt
S=c1nccc2c1CCC2 fgu
S=c1nccc2c1CCCC2 fgv
S=c1nccc2c1CO[CH]C2 fgw
S=c1nccc2nc3ccccc3n12 fgx
S=c1nccc[nH]1 fgy
S=c1ncccn1 fgz
S=c1nccn1 fgA
S=c1nccn[nH]1 fgB
S=c1nccs1 fgC
S=c1ncn2nccc2[nH]1 fgD
S=c1ncn[nH]1 fgE
S=c1ncnc(=S)n1 fgF
S=c1ncnc2c1CCCC2 fgG
S=c1ncnc2c1CO[CH]C2 fgH
S=c1ncnc2ccccc12 fgI
S=c1ncnc2sccn12 fgJ
S=c1ncnn1 fgK
S=c1ncns1 fgL
S=c1ncoc2c1CCCC2 fgM
S=c1nn[nH]n1 fgN
S=c1nnc2c(n1)nc1ccccc12 fgO
S=c1nnc2c3ccccc3nc-2n1 fgP
S=c1nnc2ccccn12 fgQ
S=c1nnc2n1CCC2 fgR
S=c1nnc2n1CCCCC2 fgS
S=c1nnc2ncccn12 fgT
S=c1nnc2sc3ccccc3n12 fgU
S=c1nnc[nH]1 fgV
S=c1nncc2ccccc12 fgW
S=c1nncc2cncn12 fgX
S=c1nnco1 fgY
S=c1nncs1 fgZ
S=c1nnn[nH]1 fha
S=c1nnnn1 fhb
S=c1nsc2c1-c1ccccc1N[CH]2 fhc
S=c1nsc2ccccc12 fhd
S=c1oc2ccccc2s1 fhe
S=c1sc2c(s1)SC[CH]S2 fhf
S=c1sc2c3ccccc3c3cccc4c3c2n1CC4 fhg
S=c1sccc2c1CCC2 fhh
S=c1sccc2c1CCCC2 fhi
S=c1sccc2c1CCCCC2 fhj
S=c1sccc2c1CNCC2 fhk
S=c1sccs1 fhl
S=c1scnc2[nH]ncc12 fhm
S=c1ssc2c1-c1ccccc1N[CH]2 fhn
SC(Cl)(Cl)Cl fho
SC(Cl)Cl fhp
SC(S)S fhq
SC=C(Cl)Cl fhr
SCCl fhs
SCS fht
SCl fhu
SI fhv
SN=CN=NC=NS fhw
SN=S=NS fhx
SS fhy
SSS fhz
S[CH]S fhA
[As]=[As] fhB
[As]Br fhC
[B-] fhD
[B-]1NCCCO1 fhE
[B-]1N[CH][CH]O1 fhF
[B-]1OC2=CNC=CC2=[O+]1 fhG
[B-]1OCC2CCC[NH+]12 fhH
[B-]1OCC[N+]12CCNCC2 fhI
[B-]1OCCc2cccc[n+]21 fhJ
[B-]1OCc2cccc[n+]21 fhK
[B-]1Oc2cc[n+]cc2O1 fhL
[B-]1[N+]CCO1 fhM
[B-]1[N+][CH][CH]O1 fhN
[B-]1[NH+][CH][CH]O1 fhO
[B-]1[NH2+]CCCO1 fhP
[B-]1[NH2+]CCO1 fhQ
[B-]1[NH2+]CCS1 fhR
[B-]1n2cccc2C=C2C=CC=[N+]12 fhS
[BH2-]C#N fhT
[BH2] fhU
[BH3-] fhV
[BH3-][P+][CH2] fhW
[BH] fhX
[BH]O fhY
[BH]O[BH] fhZ
[BH]O[CH2] fia
[Br-] fib
[C+]1[CH]Nc2ccccc21 fic
[C-] fid
[C-]#[N+] fie
[C-]#[N+]C(O)F fif
[C-]#[N+]C=[CH] fig
[C-]#[N+]CO fih
[C-]#[N+][CH2] fii
[C-]#[N+][CH] fij
[CH2] fik
[CH2]B(O)O fil
[CH2]B([O-])O fim
[CH2]Br fin
[CH2]Cl fio
[CH2]F fip
[CH2]I fiq
[CH2]I(O)O[SH](=O)=O fir
[CH2]N fis
[CH2]N(C(=O)NC([NH])=O)S(C)(=O)=O fit
[CH2]N(C(=O)NC([NH])=O)[SH](=O)=O fiu
[CH2]N(C(=O)NC=O)S(C)(=O)=O fiv
[CH2]N(C(=O)O)S([NH])(=O)=O fiw
[CH2]N(C(=O)O)[SH](=O)=O fix
[CH2]N(C(F)F)S([CH2])(=O)=O fiy
[CH2]N(C(F)F)[SH](=O)=O fiz
[CH2]N(C([NH])=O)C([NH])=O fiA
[CH2]N(C)C fiB
[CH2]N(C)C(=N)N fiC
[CH2]N(C)C(=N)S fiD
[CH2]N(C)C(=NC#N)N([CH2])C fiE
[CH2]N(C)C(=NC)NC fiF
[CH2]N(C)C(=NC)NC#N fiG
[CH2]N(C)C(=O)N(C)C fiH
[CH2]N(C)C(=O)N(C)C=O fiI
[CH2]N(C)C(=O)N([CH2])C fiJ
[CH2]N(C)C(=O)NC fiK
[CH2]N(C)C(=O)NC([NH])=O fiL
[CH2]N(C)C(=O)NC=O fiM
[CH2]N(C)C(=O)NO fiN
[CH2]N(C)C(=O)N[SH](=O)=O fiO
[CH2]N(C)C(=O)O fiP
[CH2]N(C)C(=O)OC fiQ
[CH2]N(C)C(=S)NC=O fiR
[CH2]N(C)C(=S)NNC=O fiS
[CH2]N(C)C(=S)S fiT
[CH2]N(C)C(=S)SSC(=S)N([CH2])C fiU
[CH2]N(C)C(=S)S[NH] fiV
[CH2]N(C)C(=S)[S-] fiW
[CH2]N(C)C(F)F fiX
[CH2]N(C)C(N)=NC fiY
[CH2]N(C)C(N)=NC=O fiZ
[CH2]N(C)C(N)=O fja
[CH2]N(C)C(P(=O)(O)O)P(=O)(O)O fjb
[CH2]N(C)C(S)=NC fjc
[CH2]N(C)C([NH])=N fjd
[CH2]N(C)C([NH])=O fje
[CH2]N(C)C([NH])=S fjf
[CH2]N(C)C=C fjg
[CH2]N(C)C=N fjh
[CH2]N(C)C=NC=N fji
[CH2]N(C)C=NO fjj
[CH2]N(C)C=O fjk
[CH2]N(C)C=S fjl
[CH2]N(C)CNC=O fjm
[CH2]N(C)CP(=O)(O)O fjn
[CH2]N(C)C[Si](C)(C)C fjo
[CH2]N(C)N fjp
[CH2]N(C)N(C)C fjq
[CH2]N(C)N(C)C=O fjr
[CH2]N(C)N=C([NH])S fjs
[CH2]N(C)N=N fjt
[CH2]N(C)N=O fju
[CH2]N(C)NC fjv
[CH2]N(C)NC=O fjw
[CH2]N(C)N[SH](=O)=O fjx
[CH2]N(C)OC fjy
[CH2]N(C)S(=O)(=O)C(F)(F)F fjz
[CH2]N(C)S(=O)(=O)N(C)C fjA
[CH2]N(C)S(=O)(=O)NC fjB
[CH2]N(C)S(=O)(=O)NC(=O)O fjC
[CH2]N(C)S(=O)(=O)NC([NH])=O fjD
[CH2]N(C)S(=O)(=O)NC=O fjE
[CH2]N(C)S(=O)(=O)[N-]C(=O)O fjF
[CH2]N(C)S(C)(=O)=O fjG
[CH2]N(C)S(N)(=O)=O fjH
[CH2]N(C)S([CH2])(=O)=O fjI
[CH2]N(C)S([NH])(=O)=O fjJ
[CH2]N(C)[CH]NC=O fjK
[CH2]N(C)[CH]O fjL
[CH2]N(C)[N+](C)(C)C fjM
[CH2]N(C)[N+]([CH2])(C)C fjN
[CH2]N(C)[N+]([O-])=NO fjO
[CH2]N(C)[NH] fjP
[CH2]N(C)[SH](=O)=O fjQ
[CH2]N(C)[SH]=O fjR
[CH2]N(C=C)C=O fjS
[CH2]N(C=O)C(=O)NC fjT
[CH2]N(C=O)C(=O)O fjU
[CH2]N(C=O)C(=O)OC fjV
[CH2]N(C=O)C(=S)N([CH2])C=O fjW
[CH2]N(C=O)C([NH])=O fjX
[CH2]N(C=O)C([NH])=S fjY
[CH2]N(C=O)C=COC fjZ
[CH2]N(C=O)C=CSC(=O)O fka
[CH2]N(C=O)C=CSC(=O)OC fkb
[CH2]N(C=O)C=CSC(=O)O[CH]Cl fkc
[CH2]N(C=O)C=CSC=O fkd
[CH2]N(C=O)C=CSSC=CN([CH2])C=O fke
[CH2]N(C=O)C=O fkf
[CH2]N(C=O)N(C)C fkg
[CH2]N(C=O)N=O fkh
[CH2]N(C=O)NC=O fki
[CH2]N(C=O)OC fkj
[CH2]N(C=O)OC=O fkk
[CH2]N(C=O)[SH](=O)=O fkl
[CH2]N(CP(=O)(O)O)CP(=O)(O)O fkm
[CH2]N(CP(=O)(OC)OC)C(=N)S fkn
[CH2]N(N)C(=N)S fko
[CH2]N(N)C(=O)N(C)N=O fkp
[CH2]N(N)C=O fkq
[CH2]N(N=O)C(=O)N(C)C fkr
[CH2]N(N=O)C(=O)NC=O fks
[CH2]N(N=O)C([NH])=O fkt
[CH2]N(NC([NH])=O)C([NH])=O fku
[CH2]N(NC)[SH](=O)=O fkv
[CH2]N(NC=O)C(=O)NNC fkw
[CH2]N(NC=O)C(=O)O fkx
[CH2]N(NC=O)C(=O)O[CH]Cl fky
[CH2]N(NC=O)C(=O)S fkz
[CH2]N(NC=O)C(N)=O fkA
[CH2]N(NC=O)C([NH])=O fkB
[CH2]N(NC=O)S(=O)(=O)CCl fkC
[CH2]N(NC=O)S(C)(=O)=O fkD
[CH2]N(NS(C)(=O)=O)[SH](=O)=O fkE
[CH2]N(N[SH](=O)=O)[SH](=O)=O fkF
[CH2]N(O)C(=O)NC fkG
[CH2]N(O)C(N)=O fkH
[CH2]N(O)C(N)=S fkI
[CH2]N(O)C([NH])=O fkJ
[CH2]N(O)C=O fkK
[CH2]N(O)C=S fkL
[CH2]N(O)N=O fkM
[CH2]N(O)S(C)(=O)=O fkN
[CH2]N(OC(=O)O)C(=O)O fkO
[CH2]N(OC)C([NH])=O fkP
[CH2]N(S([CH2])(=O)=O)S(C)(=O)=O fkQ
[CH2]N(S)C=O fkR
[CH2]N([CH2])C fkS
[CH2]N([CH2])C#N fkT
[CH2]N([CH2])C(=C[N+](=O)[O-])N([CH2])[CH2] fkU
[CH2]N([CH2])C(=N)N fkV
[CH2]N([CH2])C(=N)N([CH2])[CH2] fkW
[CH2]N([CH2])C(=N)S fkX
[CH2]N([CH2])C(=NC#N)N(C)C fkY
[CH2]N([CH2])C(=NC#N)N([CH2])C fkZ
[CH2]N([CH2])C(=NC#N)N([CH2])[CH2] fla
[CH2]N([CH2])C(=NC#N)NC flb
[CH2]N([CH2])C(=NC(N)=O)N([CH2])[CH2] flc
[CH2]N([CH2])C(=O)N(C)C fld
[CH2]N([CH2])C(=O)N(C)N=O fle
[CH2]N([CH2])C(=O)N([CH2])C flf
[CH2]N([CH2])C(=O)N([CH2])N=O flg
[CH2]N([CH2])C(=O)N([CH2])[CH2] flh
[CH2]N([CH2])C(=O)NC fli
[CH2]N([CH2])C(=O)NC([NH])=O flj
[CH2]N([CH2])C(=O)NC=O flk
[CH2]N([CH2])C(=O)NS([NH])(=O)=O fll
[CH2]N([CH2])C(=O)N[SH](=O)=O flm
[CH2]N([CH2])C(=O)O fln
[CH2]N([CH2])C(=O)OC flo
[CH2]N([CH2])C(=O)O[CH]OC=O flp
[CH2]N([CH2])C(=O)S flq
[CH2]N([CH2])C(=O)SC flr
[CH2]N([CH2])C(=O)[S+]([CH2])[O-] fls
[CH2]N([CH2])C(=S)NC flt
[CH2]N([CH2])C(=S)NC=O flu
[CH2]N([CH2])C(=S)S flv
[CH2]N([CH2])C(=S)SC flw
[CH2]N([CH2])C(=S)SCSC(=S)N([CH2])[CH2] flx
[CH2]N([CH2])C(=S)SS(C)(=O)=O fly
[CH2]N([CH2])C(=S)SSC(=S)N([CH2])[CH2] flz
[CH2]N([CH2])C(=S)S[CH]SC(=S)N([CH2])[CH2] flA
[CH2]N([CH2])C(=S)S[NH] flB
[CH2]N([CH2])C(=S)S[SH](=O)=O flC
[CH2]N([CH2])C(=S)[S-] flD
[CH2]N([CH2])C(Cl)=CCl flE
[CH2]N([CH2])C(N)=O flF
[CH2]N([CH2])C(O)=S flG
[CH2]N([CH2])C(P(=O)(O)O)P(=O)(O)O flH
[CH2]N([CH2])C(S)=C[N+](=O)[O-] flI
[CH2]N([CH2])C(S)=NC flJ
[CH2]N([CH2])C([NH])=N flK
[CH2]N([CH2])C([NH])=O flL
[CH2]N([CH2])C([NH])=S flM
[CH2]N([CH2])C=N flN
[CH2]N([CH2])C=NO flO
[CH2]N([CH2])C=N[SH](=O)=O flP
[CH2]N([CH2])C=O flQ
[CH2]N([CH2])C=S flR
[CH2]N([CH2])CNC flS
[CH2]N([CH2])CO flT
[CH2]N([CH2])CP(=O)(O)O flU
[CH2]N([CH2])CS flV
[CH2]N([CH2])C[PH]=O flW
[CH2]N([CH2])N flX
[CH2]N([CH2])N=N flY
[CH2]N([CH2])N=O flZ
[CH2]N([CH2])NC([NH])=O fma
[CH2]N([CH2])NC=O fmb
[CH2]N([CH2])N[SH](=O)=O fmc
[CH2]N([CH2])O fmd
[CH2]N([CH2])OC fme
[CH2]N([CH2])OC=O fmf
[CH2]N([CH2])P(=O)(C(Cl)=C[NH])N([CH2])[CH2] fmg
[CH2]N([CH2])P(=O)(O)O fmh
[CH2]N([CH2])P(N)(=O)O fmi
[CH2]N([CH2])P([NH])(=O)O fmj
[CH2]N([CH2])PN([CH2])[CH2] fmk
[CH2]N([CH2])S fml
[CH2]N([CH2])S(=O)(=O)C(Cl)(Cl)Cl fmm
[CH2]N([CH2])S(=O)(=O)C(F)(F)F fmn
[CH2]N([CH2])S(=O)(=O)C(F)F fmo
[CH2]N([CH2])S(=O)(=O)N(C)C fmp
[CH2]N([CH2])S(=O)(=O)N(C)C([NH])=O fmq
[CH2]N([CH2])S(=O)(=O)N([CH2])C fmr
[CH2]N([CH2])S(=O)(=O)N([CH2])[CH2] fms
[CH2]N([CH2])S(=O)(=O)NC fmt
[CH2]N([CH2])S(=O)(=O)NC(=O)O fmu
[CH2]N([CH2])S(=O)(=O)NC([NH])=O fmv
[CH2]N([CH2])S(=O)(=O)NC=O fmw
[CH2]N([CH2])S(=O)(=O)O fmx
[CH2]N([CH2])S(=O)(=O)[N-]C(=O)O fmy
[CH2]N([CH2])S(=O)(=O)[N-]C([NH])=O fmz
[CH2]N([CH2])S(C)(=O)=O fmA
[CH2]N([CH2])S(N)(=O)=O fmB
[CH2]N([CH2])S([CH2])(=O)=O fmC
[CH2]N([CH2])S([NH])(=O)=O fmD
[CH2]N([CH2])SSN([CH2])[CH2] fmE
[CH2]N([CH2])[CH2] fmF
[CH2]N([CH2])[CH]O fmG
[CH2]N([CH2])[CH]P(=O)(O)O fmH
[CH2]N([CH2])[N+](C)(C)C fmI
[CH2]N([CH2])[N+]([O-])=NO fmJ
[CH2]N([CH2])[NH] fmK
[CH2]N([CH2])[P+](N([CH2])[CH2])(N([CH2])[CH2])N([CH2])[CH2] fmL
[CH2]N([CH2])[P+]([CH2])(N([CH2])[CH2])N([CH2])[CH2] fmM
[CH2]N([CH2])[PH](=O)O fmN
[CH2]N([CH2])[PH]([NH])=O fmO
[CH2]N([CH2])[PH]=O fmP
[CH2]N([CH2])[PH]=S fmQ
[CH2]N([CH2])[SH](=O)=O fmR
[CH2]N([CH2])[SH]=O fmS
[CH2]N([CH]P(=O)(O)O)C=O fmT
[CH2]N([NH])C([NH])=O fmU
[CH2]N([NH])[NH] fmV
[CH2]N([SH](=O)=O)[SH](=O)=O fmW
[CH2]N=C fmX
[CH2]N=C(N(C)C)N(C)C fmY
[CH2]N=C(N)N fmZ
[CH2]N=C(N)N=C([NH])N fna
[CH2]N=C(N)NC=O fnb
[CH2]N=C(N)NS(C)(=O)=O fnc
[CH2]N=C(N)N[CH2] fnd
[CH2]N=C(N)N[N+](=O)[O-] fne
[CH2]N=C(N)N[SH](=O)=O fnf
[CH2]N=C(N)S fng
[CH2]N=C(NC#N)N(C)C fnh
[CH2]N=C(NC#N)N[SH](=O)=O fni
[CH2]N=C(NC#N)SC fnj
[CH2]N=C(NC#N)S[CH2] fnk
[CH2]N=C(NC)NC#N fnl
[CH2]N=C(NC)SC fnm
[CH2]N=C(N[CH2])NC#N fnn
[CH2]N=C(N[CH2])NC(=O)O[CH2] fno
[CH2]N=C(N[CH2])NOC fnp
[CH2]N=C(N[CH2])N[CH2] fnq
[CH2]N=C(N[CH2])OC=O fnr
[CH2]N=C(N[SH](=O)=O)SC fns
[CH2]N=C(O[CH2])SSC(=N[CH2])O[CH2] fnt
[CH2]N=C(S)N(C)C fnu
[CH2]N=C(S)N([CH2])C fnv
[CH2]N=C(S)N([CH2])[CH2] fnw
[CH2]N=C(S)N=C([NH])N fnx
[CH2]N=C(S)N=C([NH])N[CH2] fny
[CH2]N=C(S)N=N fnz
[CH2]N=C(S)NC fnA
[CH2]N=C(S)NN=C(S)N[CH2] fnB
[CH2]N=C(S)NN=C([NH])S fnC
[CH2]N=C(S)NNC(S)=N[CH2] fnD
[CH2]N=C(S)NNC=O fnE
[CH2]N=C(S)N[CH2] fnF
[CH2]N=C(S)N[NH] fnG
[CH2]N=C(S)N[SH](=O)=O fnH
[CH2]N=C(S)SC fnI
[CH2]N=C([NH])N fnJ
[CH2]N=C([NH])NC fnK
[CH2]N=C([NH])NC#N fnL
[CH2]N=C([NH])NC(N)=O fnM
[CH2]N=C([NH])NO fnN
[CH2]N=C([NH])N[CH2] fnO
[CH2]N=C([NH])S fnP
[CH2]N=C([NH])[NH] fnQ
[CH2]N=C=O fnR
[CH2]N=C=S fnS
[CH2]N=C=[Se] fnT
[CH2]N=CN fnU
[CH2]N=CN(C)C fnV
[CH2]N=CN=C[NH] fnW
[CH2]N=CNC#N fnX
[CH2]N=CNO fnY
[CH2]N=CNOC fnZ
[CH2]N=CNS([CH2])(=O)=O foa
[CH2]N=CN[CH2] fob
[CH2]N=CN[NH] foc
[CH2]N=CN[SH](=O)=O fod
[CH2]N=CO foe
[CH2]N=CO[CH2] fof
[CH2]N=CS fog
[CH2]N=C[NH] foh
[CH2]N=C[S-] foi
[CH2]N=N foj
[CH2]N=N[CH2] fok
[CH2]N=N[NH] fol
[CH2]N=O fom
[CH2]N=P fon
[CH2]N=S(C)N[CH2] foo
[CH2]N=[N+]=[N-] fop
[CH2]N=[SH](=O)N(C)C foq
[CH2]N=[SH](C)=O for
[CH2]NC fos
[CH2]NC#N fot
[CH2]NC(=C)N fou
[CH2]NC(=C[N+](=O)[O-])NC fov
[CH2]NC(=C[N+](=O)[O-])N[CH2] fow
[CH2]NC(=C[N+](=O)[O-])SC fox
[CH2]NC(=N)N foy
[CH2]NC(=N)N(C)C foz
[CH2]NC(=N)N([CH2])C foA
[CH2]NC(=N)N([CH2])[CH2] foB
[CH2]NC(=N)NC foC
[CH2]NC(=N)NC#N foD
[CH2]NC(=N)NC(=N)N foE
[CH2]NC(=N)NC(=N)N[CH2] foF
[CH2]NC(=N)NC(=O)O[CH2] foG
[CH2]NC(=N)NC([NH])=N foH
[CH2]NC(=N)NC([NH])=O foI
[CH2]NC(=N)NC=O foJ
[CH2]NC(=N)NN foK
[CH2]NC(=N)NO foL
[CH2]NC(=N)N[CH2] foM
[CH2]NC(=N)N[N+](=O)[O-] foN
[CH2]NC(=N)N[SH](=O)=O foO
[CH2]NC(=N)S foP
[CH2]NC(=N)SC foQ
[CH2]NC(=N)SC=O foR
[CH2]NC(=N)S[CH2] foS
[CH2]NC(=NC#N)N(C)C foT
[CH2]NC(=NC#N)N([CH2])[CH2] foU
[CH2]NC(=NC#N)NC foV
[CH2]NC(=NC#N)N[CH2] foW
[CH2]NC(=NC#N)N[CH]NC=O foX
[CH2]NC(=NC#N)SC foY
[CH2]NC(=NC(=O)O[CH2])NC(=O)O[CH2] foZ
[CH2]NC(=NC(N)=O)N[CH2] fpa
[CH2]NC(=NC([NH])=N)N(C)C fpb
[CH2]NC(=NC([NH])=N)N([CH2])[CH2] fpc
[CH2]NC(=NC)N(C)C fpd
[CH2]NC(=NC)NC fpe
[CH2]NC(=NC)NC#N fpf
[CH2]NC(=NC)NC=O fpg
[CH2]NC(=NC)NS(C)(=O)=O fph
[CH2]NC(=NC)N[SH](=O)=O fpi
[CH2]NC(=NC)S[CH2] fpj
[CH2]NC(=NC=O)NC fpk
[CH2]NC(=NN)N[SH](=O)=O fpl
[CH2]NC(=N[NH])P(=O)(OC)OC fpm
[CH2]NC(=N[SH](=O)=O)SC fpn
[CH2]NC(=O)Cl fpo
[CH2]NC(=O)N(C)C fpp
[CH2]NC(=O)N(C)C(=O)O fpq
[CH2]NC(=O)N(C)C=O fpr
[CH2]NC(=O)N(C)N=O fps
[CH2]NC(=O)N(C)OC fpt
[CH2]NC(=O)N(C)O[CH2] fpu
[CH2]NC(=O)N(C)[SH](=O)=O fpv
[CH2]NC(=O)N([CH2])C fpw
[CH2]NC(=O)N([CH2])C=O fpx
[CH2]NC(=O)N([CH2])N=O fpy
[CH2]NC(=O)N([CH2])O fpz
[CH2]NC(=O)N([CH2])OC fpA
[CH2]NC(=O)N([CH2])O[CH2] fpB
[CH2]NC(=O)N([CH2])[CH2] fpC
[CH2]NC(=O)N=C(N)N[CH2] fpD
[CH2]NC(=O)NC fpE
[CH2]NC(=O)NC(=O)N[CH2] fpF
[CH2]NC(=O)NC(=O)O[CH2] fpG
[CH2]NC(=O)NC([NH])=O fpH
[CH2]NC(=O)NC=C fpI
[CH2]NC(=O)NC=O fpJ
[CH2]NC(=O)NC=S fpK
[CH2]NC(=O)NCO[CH2] fpL
[CH2]NC(=O)NCP(=O)(O)O fpM
[CH2]NC(=O)NN fpN
[CH2]NC(=O)NNC(=O)N([CH2])[CH2] fpO
[CH2]NC(=O)NNC(=O)NO[CH2] fpP
[CH2]NC(=O)NNC(=O)N[CH2] fpQ
[CH2]NC(=O)NNC([NH])=O fpR
[CH2]NC(=O)NNC=O fpS
[CH2]NC(=O)NO fpT
[CH2]NC(=O)NOC fpU
[CH2]NC(=O)NO[CH2] fpV
[CH2]NC(=O)NS(C)(=O)=O fpW
[CH2]NC(=O)N[CH2] fpX
[CH2]NC(=O)N[CH]O fpY
[CH2]NC(=O)N[NH] fpZ
[CH2]NC(=O)N[SH](=O)=O fqa
[CH2]NC(=O)O fqb
[CH2]NC(=O)OC fqc
[CH2]NC(=O)OCN([CH2])C(=O)O[CH2] fqd
[CH2]NC(=O)OCOC=O fqe
[CH2]NC(=O)OCO[CH2] fqf
[CH2]NC(=O)O[CH2] fqg
[CH2]NC(=O)O[CH]OC=O fqh
[CH2]NC(=O)P(=O)(O)O fqi
[CH2]NC(=O)S fqj
[CH2]NC(=O)S[CH2] fqk
[CH2]NC(=S)N([CH2])C fql
[CH2]NC(=S)N([CH2])[CH2] fqm
[CH2]NC(=S)N=N fqn
[CH2]NC(=S)NC fqo
[CH2]NC(=S)NC([NH])=O fqp
[CH2]NC(=S)NC=N fqq
[CH2]NC(=S)NC=O fqr
[CH2]NC(=S)NN fqs
[CH2]NC(=S)NN(C)C=O fqt
[CH2]NC(=S)NNC=O fqu
[CH2]NC(=S)NN[SH](=O)=O fqv
[CH2]NC(=S)N[CH2] fqw
[CH2]NC(=S)N[NH] fqx
[CH2]NC(=S)N[SH](=O)=O fqy
[CH2]NC(=S)OC fqz
[CH2]NC(=S)O[CH2] fqA
[CH2]NC(=S)P(=O)(O)[CH]N fqB
[CH2]NC(=S)S fqC
[CH2]NC(=S)SC fqD
[CH2]NC(=S)S[CH2] fqE
[CH2]NC(=S)[S-] fqF
[CH2]NC(Cl)=CCl fqG
[CH2]NC(F)(F)F fqH
[CH2]NC(F)F fqI
[CH2]NC(N(C)C)=[N+](C)C fqJ
[CH2]NC(N)=NC fqK
[CH2]NC(N)=NC#N fqL
[CH2]NC(N)=NC(=N)N fqM
[CH2]NC(N)=NC([NH])=N fqN
[CH2]NC(N)=NC=O fqO
[CH2]NC(N)=NO fqP
[CH2]NC(N)=N[SH](=O)=O fqQ
[CH2]NC(N)=O fqR
[CH2]NC(N)=S fqS
[CH2]NC(N)N fqT
[CH2]NC(N)[N+](=O)[O-] fqU
[CH2]NC(O)=NC#N fqV
[CH2]NC(P(=O)(O)O)P(=O)(O)O fqW
