B aaa
C1#CCC2OCC(=C3OCC=C[CH2:2]3)C3OCCCCc4ccc(cc4C1)CCCCOC23 agL
C1#CCC2OCCC3C2CC2CC4CCC5=CCC6OC57C4COCC74C6CCC3(CC1)C24 agM
C1#CCC2OCCC3Oc4c(cccc4C23)OCC1 agN
C1#CCC2OCCCC2OCCCCc2cccc(c2)C1 agO
C1#CCC=CC=CC=CC=CC=CC#CCC=CC=CC=CC=CC=C1 agP
C1#CCC=C[CH-]1 agQ
C1#CCCC#CC2=CCCC2=C1 agR
C1#CCCC#CCCC#CC=C1 agS
C1#CCCC(=C2C=CCCO[CH2:2]2)C2Cc3ccc4c(c3O2)C2(CCC4)CCC(CC=C1)C2 agT
C1#CCCC23CCCCC2CC2CC(CCCC1)CCC23 agU
C1#CCCC23CCNC(CC#CC4=CC(CCCC1)C2OCC1CCC(CN1)C4)C3 agV
C1#CCCC2C3C=CC(CCC1)C2CCC3 agW
C1#CCCC2C=CCC(CCC1)C2 agX
C1#CCCC2CC(C=C3CCCCC32)CCC1 agY
C1#CCCC2CC(CCCC1)CC1(CCCC1)C2 agZ
C1#CCCC2CC2CC1 aha
C1#CCCC2CC=CC3C(C=CCC23)CC1 ahb
C1#CCCC2CCC3CC(CCCC1)C1OCC=C1C23 ahc
C1#CCCC2CCC3CC(CCCC1)CCC23 ahd
C1#CCCC2CCC3CCC4CCC(COC(CCC1)C3C2)NC4 ahe
C1#CCCC2CCCC(CCCC1)C2 ahf
C1#CCCC2CCc3cc4c(c(c3O2)CC1)OC=CC4 ahg
C1#CCCC2OC(CC1)CC1CC2=CC2CCC3CCCc4cc(ccc43)OCc3ccc(cc3)C21 ahh
C1#CCCC2OC(CC1)CC1CC2=CC2CCCc3ccc(cc3)OCc3ccc(cc3)C21 ahi
C1#CCCC2OC(CCC1)CC1CC2=CC2CCC3CCCc4cc(ccc43)OCc3ccc(cc3)C21 ahj
C1#CCCC2OC(CCC1)CC1CC2=CC2CCCc3ccc(cc3)OCc3ccc(cc3)C21 ahk
C1#CCCC=CC=CC=C1 ahl
C1#CCCCC2Cc3ccc4c(c3O2)C2(CC=C4)CCC(CCC1)C2 ahm
C1#CCCCC2Cc3ccc4c(c3O2)C2(CCC4)CCC(CCC1)C2 ahn
C1#CCCCC=CCCC1 aho
C1#CCCCCC#CC=C1 ahp
C1#CCCCCC=CC1 ahq
C1#CCCCCCC1 ahr
C1#CCCCCCC=CC1 ahs
C1#CCCCCCCC1 aht
C1#CCCCCCCCC1 ahu
C1#CCCCCCCCC=CC1 ahv
C1#CCCCCCCCCC1 ahw
C1#CCCCCCCCCCC1 ahx
C1#CCCCCCCCCCCC1 ahy
C1#CCCCCCN2CCC3C4C=C(CCCCC1)C1N(CCCCCCC=CCCC31C2)C4 ahz
C1#CCCCCC[CH-]CC1 ahA
C1#CCCCNC=C1 ahB
C1#CCCCOCCCCC1 ahC
C1#CCCN2C=C3C(=CN=C3C2)CCCC1 ahD
C1#CCCN2C=C3N=CC(=C3C2)CCCC1 ahE
C1#CCCNCC#CC=C1 ahF
C1#CCCNCC#CCC1 ahG
C1#CCCNCC=CCCCC1 ahH
C1#CCCNCCC1 ahI
C1#CCCOCCCCC2C=CC(=CC3CCCCC23)C=CC1 ahJ
C1#CCCOCCCCC2CCC(=CC3CCCCC32)C=CC1 ahK
C1#CCCOc2cccc(c2)CCC1 ahL
C1#CCC[N+]2=CC3=NC=C(CCCC1)C3=C2 ahM
C1#CCCc2ccc3cccc(c3c2)OC2CCCC(CCC1)O2 ahN
C1#CCCn2cc3[nH]cc(c3c2)CCCC1 ahO
C1#CCN=C2C=C(C=CN2)CCC2=C(C=NC2)CCCCCCCCC1 ahP
C1#CCN=C2C=C(C=CN2)CCC=CCC2(C=CC=CC2)CCCCCCC1 ahQ
C1#CCNC2=CC(=CCN2)CCc2c[nH]cc2CCCCCCCCC1 ahR
C1#CCNCCCNC1 ahS
C1#CCNCCNCC2(CCCC2)NCCNCCOCC1 ahT
C1#CCNCNCCNCCNCCCCCNC1 ahU
C1#CCNCNCCNCCNCCNCCNCCCCCNC1 ahV
C1#CCNCNCCNCCNCCNCCNCCCCNC1 ahW
C1#CCNc2cc(ccn2)CCC2=C(C=NC2)CCCCCCCCC1 ahX
C1#CCNc2cc(ccn2)CCC2=C(C=N[CH+]2)CCCCCCCCC1 ahY
C1#CCNc2cc(ccn2)CCC=CCC2(C=CC=CC2)CCCCCCC1 ahZ
C1#CCOC23C4=C5CCC2CC2CCC6CCC(CC#CCC(CC4C4CCC(CC4C5)OCC1)C23)O6 aia
C1#CCOC23C4=C5CCC2CCC3CCC4C2CCC(CC2C5)OCC1 aib
C1#CCOC23CCC4CCC5CCC(CC#CCC(CC6C2=CCC2CC(CCC26)OCC1)C43)O5 aic
C1#CCOC23CCC4CCC5CCC(CC#CCC6C(CCCC462)C2C3=CCC3CC(CCC32)OCC1)O5 aid
C1#CCOC23CCCC2CCC2C3=CCC3CC(CCC32)OCC1 aie
C1#CCOC2=CC3=C(CC2)OCC(C2CCCOC2)C3OCCC1 aif
C1#CCOC2C3=CCC4CC(CCC4C3C3CCCC2C3)OCC1 aig
C1#CCOC2CCCCCC2=CC=CCCCC=CC1 aih
C1#CCOCC(C2CC3CCCCC2C3)=CC=CCCCC=CC1 aii
C1#CCOCC(C2CCCC2)=CC=CCCCC=CC1 aij
C1#CCOCC2=CC(=CCCCC=CC1)C=CC21CCCC1 aik
C1#CCOCC=CC=CCCCC=CC1 ail
C1#CCOCCOCCCCCOCCCC=CCCOCCOC1 aim
C1#CCOCCc2nc(cs2)CCCCCOCCC=C1 ain
C1#CCOc2ccc(cc2)OCC#CC#CCOc2ccc(cc2)OCC#C1 aio
C1#CCOc2ccc3c(c2)C(CCO3)OCCC1 aip
C1#CCOc2cccc(c2)COCCCOCc2cccc(c2)OCC#C1 aiq
C1#CCOc2cccc(c2)OCC#CC=C1 air
C1#CCSCC#CCC=C1 ais
C1#CCc2[nH]ccc2CCCCC1 ait
C1#CCc2cc(c3c(c2)OCCC3)CCCCCCCCC1 aiu
C1#CCc2cc3c4c(c2)C(CCCCCCCC1)CCCC4CCO3 aiv
C1#CCc2cc3c4c(c2)OCC(CCC#CC(CCCCCCC1)C3)C4 aiw
C1#CCc2ccc3c4c2C(C=CC4CNC3)C2=C3CN(C=C3N=C2)CC1 aix
C1#CCc2ccc3c4c2C(C=CC4CNC3)C2=CN=C3CN(C=C23)CC1 aiy
C1#CCc2ccc3c4c2C(C=CC4CNC3)c2c[nH]c3cn(cc23)CC1 aiz
C1#CCc2ccc3c4c2C(CCC4=CNC3)C2=CN=C3C=[N+](C=C23)CC1 aiA
C1#CCc2ccc3c4c2C(CCC4=CNC3)C2=CN=C3CN(C=C23)CC1 aiB
C1#CCc2ccc3c4c2C(CCC4=CNC3)c2c[nH]c3cn(cc23)CC1 aiC
C1#CCc2ccc3c4c2C(CCC4C=NC3)C2=C3CN(C=C3N=C2)CC1 aiD
C1#CCc2ccc3c4c2C(CCC4CNC3)C2=C3CN(C=C3N=C2)CC1 aiE
C1#CCc2ccc3c4c2C(CCC4CNC3)C2=CN=C3C=[N+](C=C23)CC1 aiF
C1#CCc2ccc3c4c2C(CCC4CNC3)C2=CN=C3CN(C=C23)CC1 aiG
C1#CCc2ccc3c4c2C(CCC4CNC3)c2c[nH]c3cn(cc23)CC1 aiH
C1#CCc2cccc(c2)CCCCCCCCC1 aiI
C1#CCc2cccc3c2Cc2c(cccc2C3)C=Cc2cccc(c2)CCCCC1 aiJ
C1#CCc2cccc3c2Cc2c(cccc2C3)CCC1 aiK
C1#CCc2ncc[c-]2CCCCC1 aiL
C1#CN=CNc2cc(cc3c2OC#CCC2CCC(C2)O3)CCC=CCCCC1 aiM
C1#CN=CNc2cccc(c2)CCC=CCC2CCCC2C1 aiN
C1#CNC(=C2NC=C[CH-]N2)C#C1 aiO
C1#CNC=CN1 aiP
C1#CNC=Nc2cccc(c2)CCC=CCCCC1 aiQ
C1#CNCN1 aiR
C1#CNCNCOCCC1 aiS
C1#CNCN[CH-]1 aiT
C1#CNCNc2cc(cc3c2OC#CCC2CCC(C2)O3)CCC=CCCCC1 aiU
C1#CNCNc2cccc(c2)C23CCCC2CCCC3C=CCCCC1 aiV
C1#CNCNc2cccc(c2)CCC=CCC2CCCC2C1 aiW
C1#CNNC1 aiX
C1#CNN[CH-]1 aiY
C1#CN[CH-]C=C1 aiZ
C1#CN[CH-]N1 aja
C1#CN[CH-]N=C1 ajb
C1#COC2C3C=CCC24CCCC2C5CCCC5N(C1)NC(C3)C24 ajc
C1#COC2CC3COC(C4=CNCC4)C=Cc4cc5c6c7c(c(cc6c4OC(C2)O3)CCN2Cc3cccc(c3C2)C1)CCC=C7CC5 ajd
C1#COC2CC3COC(C4=CNCC4)C=Cc4ccc5ccc(cc5c4OC(C2)O3)CCN2Cc3cccc(c3C2)C1 aje
C1#COC2CC3COC(C4=C[CH+]N=C4)C=Cc4ccc5ccc(cc5c4OC(C2)O3)CCN2Cc3cccc(c3C2)C1 ajf
C1#COC2CC3COCC=Cc4cc5c6c7c(c(cc6c4OC(C2)O3)CCN2Cc3cccc(c3C2)C1)C1CCCC1C=C7CC5 ajg
C1#COC2CC3COCC=Cc4cc5c6c7c(c(cc6c4OC(C2)O3)CCN2Cc3cccc(c3C2)C1)CCC=C7CC5 ajh
C1#COC2CC3COCC=Cc4cc5c6c7c(c(cc6c4OC(C2)O3)CCN2Cc3cccc(c3C2)C1)CCCC7CC5 aji
C1#COC2CCCOC2C2CCC(C1)CC2 ajj
C1#COC2CCOC(C2)Oc2cccc3c4c(c(cc23)CCN2Cc3cccc(c3C2)C1)CCC=C4 ajk
C1#COC2CCOC(C2)Oc2cccc3c4c(c(cc23)CCN2Cc3cccc(c3C2)C1)CCCC4 ajl
C1#COC2CCOC(C2)Oc2cccc3ccc(cc23)CCN2Cc3cccc(c3C2)C1 ajm
C1#COC2CCOCC2OCCCCC1 ajn
C1#COCC2CCC(CCCC1)CO2 ajo
C1#COCC2CCC(CO2)CC(C2C=CCCC2)CC1 ajp
C1#COCC2CCC3(CO2)CC(CC1)C1(C=CCCC1)C=CO3 ajq
C1#COCC2CCC3(CO2)CC(CC1)C12CCCC(C=CC1=CO3)C2 ajr
C1#COCC2CCC3(CO2)CC(CC=CO3)CC1 ajs
C1#COCCC2CCC(C1)C1(CCCC1)C2 ajt
C1#COCCCCCc2cccc(c2)OCc2ccc3c(ccc4c3c2C=CC4)C1 aju
C1#COCCCCCc2cccc(c2)OCc2ccc3c(ccc4c3c2CCC4)C1 ajv
C1#COCCCCCc2cccc(c2)OCc2ccc3c(cccc3c2)C1 ajw
C1#COCCOC2CCC(C1)C2 ajx
C1#COCCOCCC1 ajy
C1#COc2ccc3cc2OC2C(C1)CCCC2CCNCNCCCCCC1C=CC(CC1)C1CCCc2ccc4c(c21)CCC3O4 ajz
C1#CSC(=C2N=CC=CN2)N1 ajA
C1#CSN[CH-]1 ajB
C1#CS[CH-]N1 ajC
C1#C[C-]2CNC[C-]2C#C1 ajD
C1#C[CH-]C#C[CH-]1 ajE
C1#C[CH-]NC=C1 ajF
C1#Cc2c3cccc2CC2CC(CCN2)NCCCCC(C1)CCCCC3 ajG
C1#Cc2cc[nH]c2CCC2CCC(C1)CO2 ajH
C1#Cc2ccc[n+](c2)CCCCCCCCCCC[n+]2cccc(c2)C#CCCCCCCCC1 ajI
C1#Cc2ccc[n+](c2)CCCCCCCCCC[n+]2cccc(c2)C#CCCCCCCCC1 ajJ
C1#Cc2ccc[n+](c2)CCCCCCCCC[n+]2cccc(c2)C#CCCCCCC1 ajK
C1#Cc2ccc[n+](c2)CCCCCC[n+]2cccc(c2)C#CCCCCCCCC1 ajL
C1#Cc2nccc3c2C(CC=C3)C2CCC3(CC=Cc4ccc5c(c43)OC(CCC1)C5)C2 ajM
C1#SC(=C2NN=CS2)C=C1 ajN
C1#SC2=C[CH-]CC2=C1 ajO
C1#SC=CN1 ajP
C1#SC=NN1 ajQ
C1#SCC=C1 ajR
C1#SC[CH-][CH-]1 ajS
C1#SNC=C1 ajT
C1#SNN[CH-]1 ajU
C1#[N+]CC=CN1 ajV
C12C3C4C1C1C2C3C41 ajW
C12C3C4C1C1C2C3C41.C12C3C4C1C1C2C3[CH:2]41 ajX
C12C3C4C5C1C1C6C2C2C3C3C4C4C5C1C1C6C2C3C41 ajY
C12C3C4C5C1C1C6C2C2C3C3C4C4C5C1C1C6C2C3C41.C12C3C4C5C1C1C6C2C2C3C3C4C4C5C1C1C6C2C3[CH:2]41 ajZ
C1=C(B2OCCO2)CCSCC1 aka
C1=C(C23CC4CCCC(C2)C4O3)[CH2:2]COC1 akb
C1=C(C23CCC(C[NH:2]2)S3)NCC1 akc
C1=C(C23CCCC(CO2)C3)[CH:2]2CCC(C1)C2 akd
C1=C(C23CCN(CC2)C[NH:2]3)NCC1 ake
C1=C(C2=CC3CSCC(C2)N3)CCN1 akf
C1=C(C2=CCCSCC2)CCSCC1 akg
C1=C(C2=CCNNCN2)CNCC1 akh
C1=C(C2=CCOC[CH2:2]2)CC2CC3CC1C2C3 aki
C1=C(C2=CCOC[CH2:2]2)CC2CC3CC1OC2C3 akj
C1=C(C2=CCOC[CH2:2]2)CC2CC3COC2C1C3 akk
C1=C(C2=NCCN2)CCSCCN1 akl
C1=C(C2=NCCN2)NNCC1 akm
C1=C(C2=NCCNCC2)CSCN1 akn
C1=C(C2=NCCPN2)CNC1 ako
C1=C(C2=NCCSCC2)CNCN1 akp
C1=C(C2=NPCCN2)CNC1 akq
C1=C(C2=NSCO2)COCC1 akr
C1=C(C2=[CH:2]C3CC4CCCN5CCC6CCN3C6(O2)C45)C23CCN4CCCC(CCC2N1)C43 aks
C1=C(C2=[CH:2]C3CCCC(O2)O3)CCCC1 akt
C1=C(C2=[CH:2]C3Oc4cccc5c4C34CCN(CC5)CC4C2)CC2CN3CCc4cccc5c4C2(CC3)C1O5 aku
C1=C(C2=[CH:2]C3Oc4cccc5c4C34CCNC(C5)C4C2)CC2C3Cc4cccc5c4C2(CCN3)C1O5 akv
C1=C(C2=[CH:2]CC2)CCCCCC1 akw
C1=C(C2=[CH:2]CC3CCCOC(C2)O3)OCC1 akx
C1=C(C2=[CH:2]CCCO2)C2CCOC(C2)O1 aky
C1=C(C2=[CH:2]CCO2)C2OCCCC(C1)O2 akz
C1=C(C2=[CH:2]CCSCC2)CCSCC1 akA
C1=C(C2=[CH:2]OCNC2)OCC1 akB
C1=C(C2=[CH:2]OCO2)C2COCCCSC1CN2 akC
C1=C(C2=[CH:2]c3cccc4cccc2c34)c2cccc3cccc1c23 akD
C1=C(C2C3CCCC4CCC5NCC6CCCN2C6N5C43)CC2CCCC3CNCN1C32 akE
C1=C(C2CC34CCN5C=C6C7CCN8CCC9(CCN(C=C(C%10CCN2C3C%10)C54)C69)C8C7)CN2CCC34CCN5CCC(CC53)C1C24 akF
C1=C(C2CC34CCN5CCC=C(C6CCN2C3C6)C54)CN2CCC34CCN5CCC(CC53)C1C24 akG
C1=C(C2CC3CC4CCC2C3C4)[CH2:2]COC1 akH
C1=C(C2CC3CC4OCC3C(CO4)[NH:2]2)NCC1 akI
C1=C(C2CC3CCC4CC3C(C2)O4)[CH2:2]CC1 akJ
C1=C(C2CCC3CCC2C3)[CH2:2]C2COC1C2 akK
C1=C(C2CCCC2)[CH:2]2CC3CCCCC4C3CCC2C4C1 akL
C1=C(C2CCCC2)[CH:2]2CCC3CCC2C(C1)C3 akM
C1=C(C2CCCCC2)[CH:2]2OCC(C1)O2 akN
C1=C(C2CCCCC2)[CH:2]2OCCC(C1)O2 akO
C1=C(C2CCCCN2)C2CCC(CC1)N2 akP
C1=C(C2CCCN=N2)CCC1 akQ
C1=C(C2CCOCC2)[CH2:2]C2CC3COC2C1C3 akR
C1=C(C2CCSCO[NH:2]2)NCC1 akS
C1=C(C2CNCCCCCCCCCCCCCCCCCCCCN2)CCN1 akT
C1=C(C2CNCCCCCCCCCCCCCCN2)CCN1 akU
C1=C(C2CNCCCCCCCCCN2)CCN1 akV
C1=C(C2CNCNCCCOCCCN2)CCN1 akW
C1=C(C2C[NH+]3CC4CCC2C3C4)[CH2:2]OC1 akX
C1=C(C2OC3CCC2CO3)C2CC(C1)C2 akY
C1=C(C2SCCCS2)CC1 akZ
C1=C(C2SCCCS2)[CH2:2]C1 ala
C1=C(C2SCS2)NNC1 alb
C1=C(C2c3cccc4c3CCN42)CCN1 alc
C1=C(N2C3CCNCC2COC3)NCN=N1 ald
C1=C(N2CCCNCCC2)CNNC1 ale
C1=C(N2CCCNCCOCC2)NCN=N1 alf
C1=C(N2CCNNCC2)CNNC1 alg
C1=C(N2CCSCCN2)CNNC1 alh
C1=C(N2CCSCCN2)NCN=N1 ali
C1=C(N2CC[CH2:2]2)COCOCOCc2cccc(c2)NCC2CC(CN2)S1 alj
C1=C(N2NC3CCC2C3)CNNC1 alk
C1=C(N2NC3CCC2C3)NCN=N1 all
C1=C(P2CCCC2)CNNC1 alm
C1=C([C-]2CCNC2)NCC1 aln
C1=C([NH+]2CCOCC2)OCCC1 alo
C1=C(c2c[nH]nn2)CCNCC1 alp
C1=C(c2ccc3c4c(cccc24)CCC3)c2cccc3cccc(c23)C1 alq
C1=C(c2ccccn2)C2CCN3CCCCCCCCC1CC2C3 alr
C1=C(c2ccccn2)C[NH2+]N1 als
C1=C(c2cccnc2)CC2CCC1CN2 alt
C1=C(c2ccco2)C2CCN1CC2 alu
C1=C(c2ccn[nH]2)CC2CCC1N2 alv
C1=C(c2ccno2)C2CCC(C1)S2 alw
C1=C(n2ncnn2)C[CH-]CO1 alx
C1=C2C(=CCC1)C1CCC2S1 aly
C1=C2C(CC1)CCC1CN3CCC4CCC1C2C43 alz
C1=C2C(CCC1)C1C2C2C3C4CCC(C5C(C4)C51)C32 alA
C1=C2C(CCC1)C1CC3CC4CCC23C(O4)O1 alB
C1=C2C(CCC1)C1CC3CCC2C1C3 alC
C1=C2C(CCC1)C1CC3CCCC2C3C1 alD
C1=C2C(CCC1)C1CCCC3CCCC2C3C1 alE
C1=C2C(CCC1)CC1C3CCC1C2C3 alF
C1=C2C(CCC1)CC1CNC3CCCC1C23 alG
C1=C2C(CCCCCC3COC2C3)OC1 alH
C1=C2C(CCO1)CC1CC3CCC2C1C3 alI
C1=C2C3(CCC1)CCC1CCC4CCC(CC3)C21C4 alJ
C1=C2C3=C(C1)C1CCCCC(CC3C34CC(CNN3)CC3COCC2C34)O1 alK
C1=C2C3=C(C1)C1CCCCC(CC3C3CCCC4COCC2C43)O1 alL
C1=C2C3=C(C1)CC1CCC4(C1)CC1CCCCC5CC6CCCC2C6C(C51)C34 alM
C1=C2C3=C(C1)CC1CCCC14CN4C3C13CCC4CCC1CCC2C43 alN
C1=C2C3=C(C1)CC1CCCC14CN4C3C13CCC4CCCC2C1C4CC3 alO
C1=C2C3=C(C1)CC1CCCCNC4CCNC(Cc5cccc(c5)C2CCC3C1)C4 alP
C1=C2C3=C(C1)COCCC3C13CC(CNN1)CC1COCC2C13 alQ
C1=C2C3=C(C1)COCCC3C1CCCC3COCC2C31 alR
C1=C2C3=C(CCN3)CCN3CCC2C(CO1)C3 alS
C1=C2C3=C(CCOC3)C3=C2C2C(CCC3)CN3CCC1CC23 alT
C1=C2C3=C4C5CCC6CCC(c7cc[nH]c72)C46CCNc2nccc4ccc(cc24)OC12CCCC3(CC5)O2 alU
C1=C2C3=C4CCCC35CCCC1(Oc1ccc3ccnc(c3c1)NCCC41CCC3CCCc4c[nH]c2c4C31)O5 alV
C1=C2C3=C4CCCC35CCCC1(Oc1ccc3ccnc(c3c1)NCCC4Cc1[cH-]cnc12)O5 alW
C1=C2C3=C4CCCC35CCCC1(Oc1ccc3ccnc(c3c1)NCCC4Cc1cc[nH]c12)O5 alX
C1=C2C3C4=C(CCC3CC1)C13CCC1(CC4)C(=CCCN1CC4CC(C1)CN2C4)OC3 alY
C1=C2C3C4=C5CC(Cc6cccc(c6)CCCCC6C7(CCCO7)C7(CC4)C(=CCCN4CC8CC(C4)CN2C8)OCC567)C3CC1 alZ
C1=C2C3CC(C1)CC3C13CCCC4CNC1C2CC43 ama
C1=C2C3CC(CCCCC3CC1)C1CCCCC21 amb
C1=C2C3CC(CN3)CC3Cc4cccc(c4C23)N1 amc
C1=C2C3CC4C5CCC6C5C5C4C3C3C2C(C1)C6C35 amd
C1=C2C3CC4CC25C(CCC5C4CO3)CO1 ame
C1=C2C3CC4CC5C3CCCN5C24CCC1 amf
C1=C2C3CC4CC5C3CCN5C2(CCC1)O4 amg
C1=C2C3CC4CCC3N(C4)CN2CC1 amh
C1=C2C3CC4N2CCC42CCN4CCC(OC1)C3C42 ami
C1=C2C3CC4OC4C4C5OC6OC(CC24O6)C5CCCCCCCCCCCCOC3C1 amj
C1=C2C3CC4OC4C4C5OC6OC(CC24O6)C5CCCCCCCCCCCOC3C1 amk
C1=C2C3CCC(O3)C3OC23COC1 aml
C1=C2C3CCC(OC3)C23CCC(C1)C3 amm
C1=C2C3CCC4(CCCCC24)COC2CCC4C(CCC3C4C1)C2 amn
C1=C2C3CCC4COC5CCOC45CC3CCC23OCCC3C1 amo
C1=C2C3CCCC(C3)C3OC23CCC1 amp
C1=C2C3CCCC24C(NC3)OC1C1CCC2CC1C4C2 amq
C1=C2C3CCCC4CCCC(CC43)C23CCCC(C1)C3 amr
C1=C2C3CCCC4COC(C43)C3OC23COC1 ams
C1=C2C3CCCC4OCC=C(C5CCCC(OC1)C25)C43 amt
C1=C2C3CCCCC2(CCC1)CCN3 amu
C1=C2C3CCN4CCC5(CCN(C=C6C7CCN8CCC9(CCN1C69)C8C7)C25)C4C3 amv
C1=C2C3CCN4CCC5(CCN(CC1)C25)C4C3 amw
C1=C2C3CCN4CCC5(CCN(CO1)C25)C4C3 amx
C1=C2C3CCNCCC4(CC3)CCN(CC1)C24 amy
C1=C2C3CC[NH+]4CCC5(CCN(C=C6C7CC[NH+]8CCC9(CCN1C69)C8C7)C25)C4C3 amz
C1=C2C3CC[NH+]4CCC5(CCN(CO1)C25)C4C3 amA
C1=C2C3CC[NH+]4CCC5(CCN6C=C7C8CC[NH+]9CCC%10(CCN1C7%10OC265)C9C8)C4C3 amB
C1=C2C3CCc4cccc5c4C2(CCN3)C(CC1)O5 amC
C1=C2C3CNC4CCC5(CCN(C=C6C7CNC8CCC9(CCN1C69)C8C7)C25)C4C3 amD
C1=C2C3COc4cccc(c43)C3CCC4CC(C1)CC24C3 amE
C1=C2C3Cc4cccc5c4C2(CCN3)C(CC1)O5 amF
C1=C2C3OC34CCCCC4C3OC23OC1 amG
C1=C2C3OC4COC5OC(C6CCCCC6C1)C2C5C4O3 amH
C1=C2C3OCC4CCCC(C43)C3C4C5CCCC6COC(C7=CCOC74C23OC1)C65 amI
C1=C2C=C(NC1)Nc1ccc3cccc4c3c1C(CCCCCC2)CC4 amJ
C1=C2C=C(NC1)Nc1cccc3cn(cc13)CCCCCCCCCc1c[nH]cc1CC2 amK
C1=C2C=C3C=C4CCC(=C5CCC(=N5)C=c5ccc([nH]5)=CC(=N2)C1)C4=N3 amL
C1=C2C=C3CCC(=C4CCC5=CC(=CC6=NC(=CC(=N2)C1)CC6)N=C54)N3 amM
C1=C2C=C3CCC(N3)C3=NC(=C4CCC5=CC(N=C54)C(C1)N2)CC3 amN
C1=C2CC(=CC1)CN1C=[N+](CC1)Cc1ccc(cc1)Cc1ccc3[nH]c4ccc(cc4c3c1)Cc1ccc(cc1)C[N+]1=CN(CC1)C2 amO
C1=C2CC(CC1)CC1CCCC3OCOC(C2)C13 amP
C1=C2CC(CC1)CC1CCCC3OCOCCOCOC2CC13 amQ
C1=C2CC(CC1)CCCC1=C2OCO1 amR
C1=C2CC(CC1)CCCCCCC1OC1C2 amS
C1=C2CC(CC=C(C3CCCC3)[CH2:2]2)CCC1 amT
C1=C2CC34CCCC5CCCC(CCC3)(C2CC2CCCc3ccc1n32)N54 amU
C1=C2CC34CCOC3Cc3ccc5c6c3c4c2c2c(ccc(c26)OCO5)C1 amV
C1=C2CC34CCOC3Cc3cccc5c3c4c2c2c(cccc25)C1 amW
C1=C2CC34Cc5cccc(c5)CCCOCC5OCC(OCc6cccc7c6C2C(CC1)O7)C(O3)C5O4 amX
C1=C2CC34OCCC5CCC(CCC2(CC26OCCC2OCC6C1)O3)C54 amY
C1=C2CC3=CCCCC3C(CC1)C2 amZ
C1=C2CC3C(=C1)CCCC31CCC(Cc3cccc(c3)CC3CC2NC2CCCC32)C1 ana
C1=C2CC3C(c4cccc(c42)CN1)C1Cc2cccc4c2C3(COC4)C1 anb
C1=C2CC3C(c4cccc(c42)CO1)C1Cc2cccc4c2C3(COC4)C1 anc
C1=C2CC3C4CCCC3C2(CC1)CC4 and
C1=C2CC3CC4C5CC(CCC35)C24CCC1 ane
C1=C2CC3CC4COC3C(C4)C2CCC1 anf
C1=C2CC3CC4COC5OCCC(C3CC3OC23COC1)C45 ang
C1=C2CC3CCC2CC(C1)CCCCNC1CCNC(Cc2cccc3c2)C1 anh
C1=C2CC3CCC45CCCC4CCC46COCC78C(CCC9C7C(CC7COCC%10OC7%109)CC354)C(C1)OC286 ani
C1=C2CC3CCC45CCCCCC1CC24C3CCC5 anj
C1=C2CC3CCC45OC4COC5C3C3=C2C(CC1)COC3 ank
C1=C2CC3CCC4CC(CO1)C2C34 anl
C1=C2CC3CCC4CCCC(C1)C24C3 anm
C1=C2CC3CCC4CCCC3C24CC1 ann
C1=C2CC3CCC4CCCCC3C24CC1 ano
C1=C2CC3CCC4CCCCCC1C1CCCC3C241 anp
C1=C2CC3CCC4CCCCCC1C1c5cc[nH]c5CC3C241 anq
C1=C2CC3CCC4CCCCCC1CC24C3 anr
C1=C2CC3CCCC24C(C1)CCC1CCNCC134 ans
C1=C2CC3CCCC4OCC5CC1OC25CC34 ant
C1=C2CC3CCCCCCCC2(CC1)O3 anu
C1=C2CC3CCNC4CCC5CC6=C7C(C=C8CC(=C2C2C8C7C5C2C3C4)C1)CCC6 anv
C1=C2CC3CCOC4OC(CCC1)C2C4C3 anw
C1=C2CC3CCc4ccc5c6c4c3c2c2c(ccc(c26)OCO5)C1 anx
C1=C2CC3CCc4cccc5c4c3c2c2c(cccc25)C1 any
C1=C2CC3CNC(CN3)C2=NCC1 anz
C1=C2CC3CNCCNCCNCCNCCNC(CN3)Cc3ccc(cc3)OC(CC1)C2 anA
C1=C2CC3COC4OC(C5CCCCC5C1)C2C4C3 anB
C1=C2CC3COC4OC(CC(C5=CCC[CH2:2]5)C1)C2C4C3 anC
C1=C2CC3COCCC(C3)C2CCC1 anD
C1=C2CC3N(C1)CCC31CC(C3=C4CC5N(CCC56CCN5CCC4CC56)C3)N3CCC2CC31 anE
C1=C2CC=C(C1)CCCCCCCCCCCCCCCC2 anF
C1=C2CC=C(C1)CCCCCCCc1ccc(cc1)CCCCCCC2 anG
C1=C2CC=C2COP1 anH
C1=C2CC=C3OCC=C4CCC(=CC1)C2=C43 anI
C1=C2CC=C3OCOC34OCCC(CC1)C24 anJ
C1=C2CC=C3SC4CC13C1=C(Cc3[nH]cc5c3C1=[N+]2CC5)N4 anK
C1=C2CC=c3cccc4c3c2c2c(ccc3cccc4c32)CC1 anL
C1=C2CC=c3cccc4c5c6c(ccc(c6c2c34)CC1)=CCC5 anM
C1=C2CCC(=C1)CCC1=CC=C(CC1)CC2 anN
C1=C2CCC(=Cc3ccc([nH]3)C=c3ccc([nH]3)=Cc3ccc1[nH]3)N2 anO
C1=C2CCC(=N2)C2=C3NC(C=C3CC2)C=c2ccc([nH]2)=Cc2ccc1[nH]2 anP
